LOCATION,FREQUENCY,SECTOR_TITLE,TIME,VALUE,SECTOR_CODE
POL,A,Other service activities,2012,150.275,S
POL,A,Other service activities,2013,157.275,S
POL,A,Other service activities,2014,156.25,S
POL,A,Other service activities,2015,161.775,S
POL,A,Other service activities,2016,155.625,S
POL,A,Other service activities,2017,166.225,S
POL,A,Other service activities,2018,167.375,S
POL,A,Other service activities,2019,169.35,S
POL,A,Other service activities,2020,183.8,S
POL,A,Other service activities,2021,189.575,S
POL,A,Other service activities,2022,196.9,S
KOR,A,"Employees in Agriculture,hunting and forestry",2010,176.5, A
KOR,A,"Employees in Agriculture,hunting and forestry",2011,175.7, A
KOR,A,"Employees in Agriculture,hunting and forestry",2012,154.5, A
KOR,A,"Employees in Agriculture,hunting and forestry",2013,147.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2014,141.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2015,136.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2016,133.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2017,130.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2018,131.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2019,127.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2020,126.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2021,121.0, A
KOR,A,"Employees in Agriculture,hunting and forestry",2022,120.0, A
ITA,A,Mining and quarrying,2010,32.025,B
ITA,A,Mining and quarrying,2011,34.7,B
ITA,A,Mining and quarrying,2012,31.2,B
ITA,A,Mining and quarrying,2013,31.625,B
ITA,A,Mining and quarrying,2014,36.2,B
ITA,A,Mining and quarrying,2015,33.325,B
ITA,A,Mining and quarrying,2016,31.575,B
ITA,A,Mining and quarrying,2017,30.7,B
ITA,A,Mining and quarrying,2018,23.525,B
ITA,A,Mining and quarrying,2019,23.025,B
ITA,A,Mining and quarrying,2020,30.975,B
ITA,A,Mining and quarrying,2021,29.15,B
ITA,A,Mining and quarrying,2022,28.95,B
ESP,A,Manufacturing,2010,2138.15,C 
ESP,A,Manufacturing,2011,2090.3,C 
ESP,A,Manufacturing,2012,1960.35,C 
ESP,A,Manufacturing,2013,1876.425,C 
ESP,A,Manufacturing,2014,1898.4,C 
ESP,A,Manufacturing,2015,1987.2,C 
ESP,A,Manufacturing,2016,2039.875,C 
ESP,A,Manufacturing,2017,2139.8,C 
ESP,A,Manufacturing,2018,2209.025,C 
ESP,A,Manufacturing,2019,2269.125,C 
ESP,A,Manufacturing,2020,2204.475,C 
ESP,A,Manufacturing,2021,2191.4,C 
ESP,A,Manufacturing,2022,2275.45,C 
BEL,A,Construction,2010,235.375,F
BEL,A,Construction,2011,243.05,F
BEL,A,Construction,2012,238.7,F
BEL,A,Construction,2013,232.925,F
BEL,A,Construction,2014,239.65,F
BEL,A,Construction,2015,225.125,F
BEL,A,Construction,2016,232.55,F
BEL,A,Construction,2017,225.475,F
BEL,A,Construction,2018,229.175,F
BEL,A,Construction,2019,239.65,F
BEL,A,Construction,2020,221.3,F
BEL,A,Construction,2021,221.575,F
BEL,A,Construction,2022,216.525,F
JPN,A,Employees in Industry,2012,14770.0, B-F
JPN,A,Employees in Industry,2013,14810.0, B-F
JPN,A,Employees in Industry,2014,14830.0, B-F
JPN,A,Employees in Industry,2015,14760.0, B-F
JPN,A,Employees in Industry,2016,14830.0, B-F
JPN,A,Employees in Industry,2017,15000.0, B-F
JPN,A,Employees in Industry,2018,15090.0, B-F
JPN,A,Employees in Industry,2019,15090.0, B-F
JPN,A,Employees in Industry,2020,14940.0, B-F
JPN,A,Employees in Industry,2021,14830.0, B-F
CZE,A,"Employees in all activities  , Employees",2010,4019.075, A-U
CZE,A,"Employees in all activities  , Employees",2011,3993.175, A-U
CZE,A,"Employees in all activities  , Employees",2012,3989.525, A-U
CZE,A,"Employees in all activities  , Employees",2013,4055.175, A-U
CZE,A,"Employees in all activities  , Employees",2014,4079.1, A-U
CZE,A,"Employees in all activities  , Employees",2015,4167.725, A-U
CZE,A,"Employees in all activities  , Employees",2016,4256.775, A-U
CZE,A,"Employees in all activities  , Employees",2017,4327.575, A-U
CZE,A,"Employees in all activities  , Employees",2018,4396.225, A-U
CZE,A,"Employees in all activities  , Employees",2019,4412.0, A-U
CZE,A,"Employees in all activities  , Employees",2020,4350.925, A-U
CZE,A,"Employees in all activities  , Employees",2021,4382.525, A-U
CZE,A,"Employees in all activities  , Employees",2022,4346.925, A-U
SVK,A,"Water supply, sewerage, waste management and remediation activities",2010,29.25,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2011,26.925,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2012,25.35,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2013,26.4,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2014,26.95,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2015,25.425,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2016,26.775,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2017,26.625,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2018,23.025,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2019,21.125,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2020,22.525,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2021,20.5,E
SVK,A,"Water supply, sewerage, waste management and remediation activities",2022,21.4,E
POL,A,"Professional, scientific and technical activities",2010,311.275,M
POL,A,"Professional, scientific and technical activities",2011,315.525,M
POL,A,"Professional, scientific and technical activities",2012,331.85,M
POL,A,"Professional, scientific and technical activities",2013,336.325,M
POL,A,"Professional, scientific and technical activities",2014,355.325,M
POL,A,"Professional, scientific and technical activities",2015,361.75,M
POL,A,"Professional, scientific and technical activities",2016,358.2,M
POL,A,"Professional, scientific and technical activities",2017,378.35,M
POL,A,"Professional, scientific and technical activities",2018,354.15,M
POL,A,"Professional, scientific and technical activities",2019,386.875,M
POL,A,"Professional, scientific and technical activities",2020,410.4,M
POL,A,"Professional, scientific and technical activities",2021,444.125,M
POL,A,"Professional, scientific and technical activities",2022,449.125,M
HUN,A,Other service activities,2010,50.275,S
HUN,A,Other service activities,2011,47.925,S
HUN,A,Other service activities,2012,52.525,S
HUN,A,Other service activities,2013,52.925,S
HUN,A,Other service activities,2014,59.3,S
HUN,A,Other service activities,2015,58.75,S
HUN,A,Other service activities,2016,54.325,S
HUN,A,Other service activities,2017,52.775,S
HUN,A,Other service activities,2018,57.825,S
HUN,A,Other service activities,2019,56.7,S
HUN,A,Other service activities,2020,54.575,S
HUN,A,Other service activities,2021,53.75,S
HUN,A,Other service activities,2022,58.95,S
SVN,A,"Electricity, gas, steam and air conditioning supply",2010,7.3,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2011,9.075,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2012,8.925,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2013,8.75,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2014,10.875,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2015,10.1,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2016,8.075,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2017,8.9,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2018,8.725,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2019,9.9,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2020,10.8,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2021,9.875,D
SVN,A,"Electricity, gas, steam and air conditioning supply",2022,8.425,D
FRA,A,"Arts, entertainment and recreation",2010,276.9, R
FRA,A,"Arts, entertainment and recreation",2011,295.075, R
FRA,A,"Arts, entertainment and recreation",2012,287.9, R
FRA,A,"Arts, entertainment and recreation",2013,314.4, R
FRA,A,"Arts, entertainment and recreation",2014,333.05, R
FRA,A,"Arts, entertainment and recreation",2015,348.975, R
FRA,A,"Arts, entertainment and recreation",2016,348.775, R
FRA,A,"Arts, entertainment and recreation",2017,351.65, R
FRA,A,"Arts, entertainment and recreation",2018,369.45, R
FRA,A,"Arts, entertainment and recreation",2019,354.1, R
FRA,A,"Arts, entertainment and recreation",2020,320.225, R
FRA,A,"Arts, entertainment and recreation",2021,413.05, R
FRA,A,"Arts, entertainment and recreation",2022,501.325, R
FRA,A,Real estate activities,2010,257.1,L
FRA,A,Real estate activities,2011,257.0,L
FRA,A,Real estate activities,2012,248.375,L
FRA,A,Real estate activities,2013,315.775,L
FRA,A,Real estate activities,2014,347.225,L
FRA,A,Real estate activities,2015,322.4,L
FRA,A,Real estate activities,2016,297.6,L
FRA,A,Real estate activities,2017,324.15,L
FRA,A,Real estate activities,2018,294.875,L
FRA,A,Real estate activities,2019,255.15,L
FRA,A,Real estate activities,2020,236.05,L
FRA,A,Real estate activities,2021,264.85,L
FRA,A,Real estate activities,2022,258.95,L
FRA,A,"Employees in Agriculture,hunting and forestry",2010,246.325, A
FRA,A,"Employees in Agriculture,hunting and forestry",2011,249.15, A
FRA,A,"Employees in Agriculture,hunting and forestry",2012,265.525, A
FRA,A,"Employees in Agriculture,hunting and forestry",2013,289.55, A
FRA,A,"Employees in Agriculture,hunting and forestry",2014,270.175, A
FRA,A,"Employees in Agriculture,hunting and forestry",2015,263.7, A
FRA,A,"Employees in Agriculture,hunting and forestry",2016,292.65, A
FRA,A,"Employees in Agriculture,hunting and forestry",2017,266.2, A
FRA,A,"Employees in Agriculture,hunting and forestry",2018,265.375, A
FRA,A,"Employees in Agriculture,hunting and forestry",2019,284.5, A
FRA,A,"Employees in Agriculture,hunting and forestry",2020,264.65, A
FRA,A,"Employees in Agriculture,hunting and forestry",2021,273.975, A
FRA,A,"Employees in Agriculture,hunting and forestry",2022,295.15, A
FRA,A,"Public administration and defence, Compulsory social security",2010,2572.2,O
FRA,A,"Public administration and defence, Compulsory social security",2011,2508.875,O
FRA,A,"Public administration and defence, Compulsory social security",2012,2445.65,O
FRA,A,"Public administration and defence, Compulsory social security",2013,2347.825,O
FRA,A,"Public administration and defence, Compulsory social security",2014,2441.0,O
FRA,A,"Public administration and defence, Compulsory social security",2015,2436.375,O
FRA,A,"Public administration and defence, Compulsory social security",2016,2435.95,O
FRA,A,"Public administration and defence, Compulsory social security",2017,2429.0,O
FRA,A,"Public administration and defence, Compulsory social security",2018,2449.325,O
FRA,A,"Public administration and defence, Compulsory social security",2019,2461.5,O
FRA,A,"Public administration and defence, Compulsory social security",2020,2514.2,O
FRA,A,"Public administration and defence, Compulsory social security",2021,2296.1,O
FRA,A,"Public administration and defence, Compulsory social security",2022,2340.425,O
FRA,A,Accommodation and food service activities,2010,776.325,I
FRA,A,Accommodation and food service activities,2011,803.725,I
FRA,A,Accommodation and food service activities,2012,804.975,I
FRA,A,Accommodation and food service activities,2013,783.475,I
FRA,A,Accommodation and food service activities,2014,754.65,I
FRA,A,Accommodation and food service activities,2015,814.55,I
FRA,A,Accommodation and food service activities,2016,839.6,I
FRA,A,Accommodation and food service activities,2017,853.725,I
FRA,A,Accommodation and food service activities,2018,887.75,I
FRA,A,Accommodation and food service activities,2019,853.0,I
FRA,A,Accommodation and food service activities,2020,836.75,I
FRA,A,Accommodation and food service activities,2021,803.425,I
FRA,A,Accommodation and food service activities,2022,958.55,I
FRA,A,Employees in Services,2012,17574.53, G-U
FRA,A,Employees in Services,2013,17693.3, G-U
FRA,A,Employees in Services,2014,18247.9, G-U
FRA,A,Employees in Services,2015,18372.7, G-U
FRA,A,Employees in Services,2016,18395.35, G-U
FRA,A,Employees in Services,2017,18573.45, G-U
FRA,A,Employees in Services,2018,18774.05, G-U
FRA,A,Employees in Services,2019,18712.15, G-U
FRA,A,Employees in Services,2021,19270.93, G-U
FRA,A,Employees in Services,2022,19590.43, G-U
FRA,A,Mining and quarrying,2012,27.35,B
FRA,A,Mining and quarrying,2013,27.25,B
FRA,A,Mining and quarrying,2014,27.975,B
FRA,A,Mining and quarrying,2015,26.4,B
FRA,A,Mining and quarrying,2016,26.2,B
FRA,A,Mining and quarrying,2019,23.3,B
FRA,A,Mining and quarrying,2021,28.025,B
FRA,A,Mining and quarrying,2022,39.125,B
FRA,A,Information and communication,2010,668.6,J
FRA,A,Information and communication,2011,676.175,J
FRA,A,Information and communication,2012,674.125,J
FRA,A,Information and communication,2013,636.95,J
FRA,A,Information and communication,2014,663.95,J
FRA,A,Information and communication,2015,674.95,J
FRA,A,Information and communication,2016,661.425,J
FRA,A,Information and communication,2017,713.375,J
FRA,A,Information and communication,2018,733.925,J
FRA,A,Information and communication,2019,774.45,J
FRA,A,Information and communication,2020,829.375,J
FRA,A,Information and communication,2021,861.45,J
FRA,A,Information and communication,2022,855.35,J
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2010,2863.15,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2011,2764.0,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2012,2806.1,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2013,2826.05,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2014,2913.875,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2015,2923.775,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2016,2956.825,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2017,2971.5,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2018,2969.975,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2019,2915.8,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2020,2916.45,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2021,3015.975,G
FRA,A,"Wholesale and retail trade, repair of motor vehicles and motorcycles",2022,3225.75,G
FRA,A,Activities of extraterritorial organisations and bodies,2011,28.875,U
FRA,A,Activities of extraterritorial organisations and bodies,2018,24.95,U
FRA,A,"Professional, scientific and technical activities",2010,1019.3,M
FRA,A,"Professional, scientific and technical activities",2011,1102.625,M
FRA,A,"Professional, scientific and technical activities",2012,1108.825,M
FRA,A,"Professional, scientific and technical activities",2013,1135.05,M
FRA,A,"Professional, scientific and technical activities",2014,1174.35,M
FRA,A,"Professional, scientific and technical activities",2015,1189.9,M
FRA,A,"Professional, scientific and technical activities",2016,1193.625,M
FRA,A,"Professional, scientific and technical activities",2017,1228.525,M
FRA,A,"Professional, scientific and technical activities",2018,1262.5,M
FRA,A,"Professional, scientific and technical activities",2019,1268.05,M
FRA,A,"Professional, scientific and technical activities",2020,1272.75,M
FRA,A,"Professional, scientific and technical activities",2021,1368.0,M
FRA,A,"Professional, scientific and technical activities",2022,1435.7,M
FRA,A,"Water supply, sewerage, waste management and remediation activities",2010,179.45,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2011,190.95,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2012,184.9,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2013,183.9,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2014,185.45,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2015,186.25,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2016,184.9,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2017,210.625,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2018,214.05,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2019,205.0,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2020,195.4,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2021,208.075,E
FRA,A,"Water supply, sewerage, waste management and remediation activities",2022,211.825,E
FRA,A,"Agriculture,hunting and forestry",2010,246.325,A
FRA,A,"Agriculture,hunting and forestry",2011,249.15,A
FRA,A,"Agriculture,hunting and forestry",2012,265.525,A
FRA,A,"Agriculture,hunting and forestry",2013,289.55,A
FRA,A,"Agriculture,hunting and forestry",2014,270.175,A
FRA,A,"Agriculture,hunting and forestry",2015,263.7,A
FRA,A,"Agriculture,hunting and forestry",2016,292.65,A
FRA,A,"Agriculture,hunting and forestry",2017,266.2,A
FRA,A,"Agriculture,hunting and forestry",2018,265.375,A
FRA,A,"Agriculture,hunting and forestry",2019,284.5,A
FRA,A,"Agriculture,hunting and forestry",2020,264.65,A
FRA,A,"Agriculture,hunting and forestry",2021,273.975,A
FRA,A,"Agriculture,hunting and forestry",2022,295.15,A
FRA,A,Education,2010,1711.225,P
FRA,A,Education,2011,1682.75,P
FRA,A,Education,2012,1790.025,P
FRA,A,Education,2013,1781.925,P
FRA,A,Education,2014,1899.725,P
FRA,A,Education,2015,1928.075,P
FRA,A,Education,2016,1925.325,P
FRA,A,Education,2017,1854.825,P
FRA,A,Education,2018,1858.375,P
FRA,A,Education,2019,1948.25,P
FRA,A,Education,2020,2012.675,P
FRA,A,Education,2021,2058.125,P
FRA,A,Education,2022,2037.875,P
FRA,A,Construction,2010,1484.0,F
FRA,A,Construction,2011,1498.775,F
FRA,A,Construction,2012,1469.55,F
FRA,A,Construction,2013,1407.0,F
FRA,A,Construction,2014,1353.625,F
FRA,A,Construction,2015,1300.5,F
FRA,A,Construction,2016,1296.6,F
FRA,A,Construction,2017,1341.5,F
FRA,A,Construction,2018,1402.1,F
FRA,A,Construction,2019,1401.275,F
FRA,A,Construction,2020,1378.9,F
FRA,A,Construction,2021,1374.375,F
FRA,A,Construction,2022,1388.075,F
FRA,A,Other service activities,2010,564.45,S
FRA,A,Other service activities,2011,569.15,S
FRA,A,Other service activities,2012,540.8,S
FRA,A,Other service activities,2013,543.175,S
FRA,A,Other service activities,2014,525.675,S
FRA,A,Other service activities,2015,471.2,S
FRA,A,Other service activities,2016,487.3,S
FRA,A,Other service activities,2017,512.1,S
FRA,A,Other service activities,2018,550.1,S
FRA,A,Other service activities,2019,519.5,S
FRA,A,Other service activities,2020,499.775,S
FRA,A,Other service activities,2021,597.425,S
FRA,A,Other service activities,2022,606.425,S
FRA,A,Manufacturing,2010,3191.275,C 
FRA,A,Manufacturing,2011,3194.6,C 
FRA,A,Manufacturing,2012,3125.25,C 
FRA,A,Manufacturing,2013,3043.45,C 
FRA,A,Manufacturing,2014,3029.25,C 
FRA,A,Manufacturing,2015,3065.7,C 
FRA,A,Manufacturing,2016,3081.3,C 
FRA,A,Manufacturing,2017,3104.9,C 
FRA,A,Manufacturing,2018,2992.325,C 
FRA,A,Manufacturing,2019,3006.175,C 
FRA,A,Manufacturing,2020,2923.3,C 
FRA,A,Manufacturing,2021,2852.2,C 
FRA,A,Manufacturing,2022,2911.55,C 
FRA,A,Transportation and storage,2010,1281.2,H
FRA,A,Transportation and storage,2011,1265.45,H
FRA,A,Transportation and storage,2012,1273.475,H
FRA,A,Transportation and storage,2013,1325.775,H
FRA,A,Transportation and storage,2014,1353.0,H
FRA,A,Transportation and storage,2015,1401.525,H
FRA,A,Transportation and storage,2016,1374.4,H
FRA,A,Transportation and storage,2017,1364.675,H
FRA,A,Transportation and storage,2018,1327.55,H
FRA,A,Transportation and storage,2019,1312.125,H
FRA,A,Transportation and storage,2020,1301.225,H
FRA,A,Transportation and storage,2021,1311.4,H
FRA,A,Transportation and storage,2022,1351.275,H
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2010,602.25,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2011,619.375,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2012,605.225,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2013,468.625,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2014,365.125,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2015,296.625,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2016,300.825,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2017,287.125,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2018,326.3,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2019,334.3,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2020,286.375,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2021,266.0,T
FRA,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2022,246.9,T
FRA,A,"Employees in all activities  , Employees",2010,22773.82, A-U
FRA,A,"Employees in all activities  , Employees",2011,22763.85, A-U
FRA,A,"Employees in all activities  , Employees",2012,22851.38, A-U
FRA,A,"Employees in all activities  , Employees",2013,22877.4, A-U
FRA,A,"Employees in all activities  , Employees",2014,23312.28, A-U
FRA,A,"Employees in all activities  , Employees",2015,23391.0, A-U
FRA,A,"Employees in all activities  , Employees",2016,23452.5, A-U
FRA,A,"Employees in all activities  , Employees",2017,23692.15, A-U
FRA,A,"Employees in all activities  , Employees",2018,23870.97, A-U
FRA,A,"Employees in all activities  , Employees",2019,23848.47, A-U
FRA,A,"Employees in all activities  , Employees",2020,23645.5, A-U
FRA,A,"Employees in all activities  , Employees",2021,24199.05, A-U
FRA,A,"Employees in all activities  , Employees",2022,24616.78, A-U
FRA,A,Administrative and support service activities,2010,839.0,N
FRA,A,Administrative and support service activities,2011,851.25,N
FRA,A,Administrative and support service activities,2012,903.625,N
FRA,A,Administrative and support service activities,2013,884.65,N
FRA,A,Administrative and support service activities,2014,927.65,N
FRA,A,Administrative and support service activities,2015,913.875,N
FRA,A,Administrative and support service activities,2016,938.7,N
FRA,A,Administrative and support service activities,2017,982.575,N
FRA,A,Administrative and support service activities,2018,986.375,N
FRA,A,Administrative and support service activities,2019,940.85,N
FRA,A,Administrative and support service activities,2020,903.05,N
FRA,A,Administrative and support service activities,2021,999.825,N
FRA,A,Administrative and support service activities,2022,1049.875,N
FRA,A,"Electricity, gas, steam and air conditioning supply",2010,213.075,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2011,187.575,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2012,204.275,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2013,232.95,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2014,197.9,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2015,175.75,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2016,175.5,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2017,174.85,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2018,202.15,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2019,216.075,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2020,193.55,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2021,191.475,D
FRA,A,"Electricity, gas, steam and air conditioning supply",2022,180.625,D
SVN,A,Employees in Services,2010,506.775, G-U
SVN,A,Employees in Services,2011,501.775, G-U
SVN,A,Employees in Services,2012,505.65, G-U
SVN,A,Employees in Services,2013,489.3, G-U
SVN,A,Employees in Services,2014,482.825, G-U
SVN,A,Employees in Services,2015,495.675, G-U
SVN,A,Employees in Services,2016,503.4, G-U
SVN,A,Employees in Services,2017,519.625, G-U
SVN,A,Employees in Services,2018,527.675, G-U
SVN,A,Employees in Services,2019,535.35, G-U
SVN,A,Employees in Services,2020,542.825, G-U
SVN,A,"Employees in all activities  , Employees",2010,799.325, A-U
SVN,A,"Employees in all activities  , Employees",2011,778.725, A-U
SVN,A,"Employees in all activities  , Employees",2012,773.775, A-U
SVN,A,"Employees in all activities  , Employees",2013,753.025, A-U
SVN,A,"Employees in all activities  , Employees",2014,746.425, A-U
SVN,A,"Employees in all activities  , Employees",2015,766.075, A-U
SVN,A,"Employees in all activities  , Employees",2016,785.125, A-U
SVN,A,"Employees in all activities  , Employees",2017,819.225, A-U
SVN,A,"Employees in all activities  , Employees",2018,831.575, A-U
SVN,A,"Employees in all activities  , Employees",2019,848.275, A-U
SVN,A,"Employees in all activities  , Employees",2020,855.15, A-U
SVN,A,"Employees in all activities  , Employees",2021,835.475, A-U
SVN,A,"Employees in all activities  , Employees",2022,848.375, A-U
FRA,A,Human health and social work activities,2010,3040.8,Q
FRA,A,Human health and social work activities,2011,3065.95,Q
FRA,A,Human health and social work activities,2012,3151.95,Q
FRA,A,Human health and social work activities,2013,3315.775,Q
FRA,A,Human health and social work activities,2014,3476.8,Q
FRA,A,Human health and social work activities,2015,3505.575,Q
FRA,A,Human health and social work activities,2016,3492.925,Q
FRA,A,Human health and social work activities,2017,3572.325,Q
FRA,A,Human health and social work activities,2018,3554.75,Q
FRA,A,Human health and social work activities,2019,3529.25,Q
FRA,A,Human health and social work activities,2020,3481.675,Q
FRA,A,Human health and social work activities,2021,3441.025,Q
FRA,A,Human health and social work activities,2022,3495.975,Q
FRA,A,Employees in Industry,2012,5011.325, B-F
FRA,A,Employees in Industry,2013,4894.55, B-F
FRA,A,Employees in Industry,2014,4794.2, B-F
FRA,A,Employees in Industry,2015,4754.6, B-F
FRA,A,Employees in Industry,2016,4764.5, B-F
FRA,A,Employees in Industry,2017,4852.5, B-F
FRA,A,Employees in Industry,2018,4831.55, B-F
FRA,A,Employees in Industry,2019,4851.825, B-F
FRA,A,Employees in Industry,2021,4654.15, B-F
FRA,A,Employees in Industry,2022,4731.2, B-F
FRA,A,Financial and insurance activities,2010,825.325,K
FRA,A,Financial and insurance activities,2011,829.65,K
FRA,A,Financial and insurance activities,2012,808.0,K
FRA,A,Financial and insurance activities,2013,804.45,K
FRA,A,Financial and insurance activities,2014,815.65,K
FRA,A,Financial and insurance activities,2015,833.225,K
FRA,A,Financial and insurance activities,2016,822.25,K
FRA,A,Financial and insurance activities,2017,826.15,K
FRA,A,Financial and insurance activities,2018,843.625,K
FRA,A,Financial and insurance activities,2019,868.875,K
FRA,A,Financial and insurance activities,2020,909.425,K
FRA,A,Financial and insurance activities,2021,936.35,K
FRA,A,Financial and insurance activities,2022,894.625,K
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2010,2.55,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2011,2.2,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2012,2.35,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2013,3.85,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2014,4.025,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2017,7.05,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2018,9.775,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2019,10.6,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2020,12.275,T
NLD,A,Activities of households as employers undifferentiated goods- and services-producing activities of households for own use,2021,12.675,T
NLD,A,Activities of extraterritorial organisations and bodies,2010,2.575,U
LVA,A,"Water supply, sewerage, waste management and remediation activities",2010,9.8,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2011,7.625,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2012,6.775,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2014,5.1,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2015,6.95,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2016,8.075,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2017,8.6,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2018,7.875,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2019,6.65,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2020,6.225,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2021,7.2,E
LVA,A,"Water supply, sewerage, waste management and remediation activities",2022,7.625,E
